t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.872278260869565,4.783509661835745,4.832345805152976,4.708357487922706,4.821161030595815,4.833611111111111,1.0266024029631755,1.0239581516404517,0.9974242693031972,29.887200000000007,30.085199999999993,2.3362689999999997,2.3090655000000004,1.0,4.461217391304348,4.351384863123994,4.625966183574879,-241.3701062801931,0.008493598900070098,-0.11297715344985311,-0.05695966183574441
