t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.872278260869565,5.10810193236715,5.09053835426731,5.500000000000002,4.821161030595815,4.846836553945249,0.8812430098082269,0.8765747328356024,0.9947026224087265,29.887200000000007,29.3382,2.3362689999999997,2.4018820000000005,0.0,5.1153816425120775,5.001884057971014,5.2856280193236715,1314.277033816425,0.007846836364025455,0.5340258558428426,-0.05484359903381719
