t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.873317874396138,5.135657971014493,5.100141948470209,5.582268115942028,4.820547504025766,4.837917874396137,0.8666580991657941,0.8635463943874507,0.9964095359157913,29.9088,29.411999999999995,2.3375600000000003,2.420807,0.0,4.765024154589372,4.428470209339775,5.269855072463769,683.0956231884059,0.0075036673246987,0.5560996677740863,-0.05437463768115869
