t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.816974235104669,5.069115942028986,5.11177553408481,5.407870728562218,4.7290894465894455,4.731015122265123,0.8748387969552945,0.8744827093614277,0.9995929677614822,29.887200000000007,29.309400000000004,2.3362689999999997,2.4094504999999997,0.0,4.737697262479871,4.407046332046332,5.068987749838813,1773.8506280193237,0.007635958217353536,0.5822383587054548,4.347826080675077e-05
