t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.873317874396134,4.736885024154588,4.7832906988727855,4.747541062801933,4.700922705314011,4.720900966183576,0.9943886537755116,0.9901805256929345,0.9957681254038854,29.9088,30.218400000000003,2.3375600000000003,2.297994,1.0,3.9945507246376817,3.8183333333333334,4.112028985507247,-271.4458550724637,0.02577252957131623,-0.16748393171446765,-0.05758502415458722
