t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.213935587761674,4.564219806763285,4.476286312399356,5.087759661835749,4.2044256575416,4.215193236714976,0.8284969253429835,0.8263805558819523,0.9974455313033841,31.251599999999996,30.376799999999996,2.1418540000000004,2.242663,0.0,3.0288727858293076,2.403703703703704,3.9666264090177132,216.88626409017712,0.017422757681683086,0.6351044735085034,0.0008115942030144652
