t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.213935587761674,4.465257648953301,4.4650070652173905,4.847455716586151,4.2044256575416,4.210458937198068,0.8685915216907455,0.8673468935787599,0.9985670731512981,31.251599999999996,30.540600000000005,2.1418540000000004,2.2127179999999997,0.0,2.8337359098228663,2.1876274825550186,3.8028985507246373,205.88362318840578,0.01309542044695808,0.6080508424649466,0.0005410628019149044
